Id,adar1,jaccard1,jaccard2,jaccard3,cosine1,cosine2,cosine3,knn1,knn2,knn3,knn4,common_neighbors1,common_neighbors2,common_neighbors3
325,0,0,0,1.28E-05,0,0,1.42E-06,0.447213595,0.5,0.947213595,0.223606798,0,0,1.333333333
326,0,0,0.002714661,7.57E-05,0,0.000662186,6.67E-07,0.097590007,0.353553391,0.451143398,0.034503278,0,0.192307692,4.285714286
327,0.395155034,0.005319149,0.009364624,0.004344695,8.66E-05,0.000279684,7.86E-06,0.038895492,0.121267813,0.160163305,0.004716771,4,5.087878788,54.7761194
328,0,0,0,4.60E-07,0,0,1.77E-08,0.213200716,0.208514414,0.42171513,0.044455422,0,0,0.045454545
329,7.455054313,0.122077922,0.043037554,0.037609502,0.001111111,0.000646513,0.00038615,0.088735651,0.085435766,0.174171417,0.007581198,47,35.8968254,31.40441176
330,0.969719849,0.003149155,0.041206673,0.015688227,6.63E-05,0.00131794,5.42E-06,0.017025131,0.142857143,0.159882273,0.002432162,11,9.684256306,697.4375
331,0,0,0.005222312,0.003805984,0,0.000196335,3.55E-05,0.087370406,0.141421356,0.228791762,0.012356041,0,2.876923077,7.632653061
332,0,0,0.000244141,0.000899588,0,4.94E-05,1.48E-05,0.136082763,0.40824829,0.544331054,0.055555556,0,0.169811321,2
333,0,0,0,0,0,0,0,0.11250879,0.707106781,0.819615571,0.079555728,0,0,0
334,0,0,0.005083832,5.68E-05,0,0.000200464,9.18E-07,0.127000127,0.162221421,0.289221548,0.020602141,0,1.295081967,2.864864865
335,0.217653608,0.008130081,0.007153821,0.006909091,0.000136054,0.000208375,7.04E-05,0.085125653,0.100503782,0.185629435,0.00855545,2,4.459854015,7.969387755
336,0,0,0.005426029,0.000862979,0,0.000191104,2.38E-05,0.171498585,0.04662524,0.218123826,0.007996163,0,4.333333333,1.267973856
337,0.72278461,0.041666667,0.025335564,0.031456757,0.001984127,0.003309743,0.001401997,0.229415734,0.229415734,0.458831468,0.052631579,4,5.5,5.555555556
338,0.352427707,0.000912686,0.007241418,0.008395933,2.71E-06,6.75E-05,9.31E-06,0.018663084,0.051164451,0.069827535,0.000954886,3,7.059581882,57.00787402
339,11.20601132,0.034928849,0.016500025,0.017019707,5.73E-05,0.000150365,4.83E-05,0.027096391,0.033426314,0.060522704,0.000905732,81,34.53857458,49.85234899
340,0.125211217,0.001594896,0.093250791,0.002928157,0.000179501,0.000372154,0.000341413,0.333333333,0.042562827,0.37589616,0.014187609,1,129.125,1.867513612
341,0.337294986,0.007894737,0.005344175,0.00081901,8.24E-05,0.000100742,4.30E-06,0.076696499,0.075377836,0.152074335,0.005781216,3,2.473372781,6.891428571
342,0.077968063,0.00862069,0.002833136,0.000919454,0.000793651,0.000340791,9.13E-06,0.11250879,0.277350098,0.389858888,0.031204324,1,0.423076923,6.916666667
343,4.012838591,0.004289721,0.012897129,0.013324467,3.82E-05,5.35E-05,0.00021124,0.1,0.021128856,0.121128856,0.002112886,26,108.3131313,5.819115677
344,0.188385375,0.012820513,0.005847615,0.009047501,0.001336898,0.001063957,0.000164712,0.124034735,0.288675135,0.412709869,0.035805744,1,0.6875,4.727272727
345,0.17244077,0.002890173,0.008698359,0.012662628,9.65E-05,0.000814634,8.04E-05,0.056523342,0.171498585,0.228021927,0.009693673,1,1.099358974,10.81818182
346,0,0,0.007065495,0.000907899,0,0.000201504,3.49E-06,0.058722022,0.104828484,0.163550506,0.006155741,0,5.003460208,16.18888889
347,0,0,0.015554632,5.24E-06,0,0.009293852,2.19E-07,0.223606798,0.577350269,0.800957067,0.129099445,0,0.315789474,4
348,0,0,0.002588997,7.75E-07,0,7.66E-05,1.55E-07,0.40824829,0.160128154,0.568376444,0.065372045,0,0.8,0.105263158
349,0,0,0.000361849,0.002461647,0,0.000361849,1.34E-06,0.022416792,0.707106781,0.729523573,0.015851066,0,0.027149321,56
350,1.130573079,0.007217322,0.021452561,0.050356792,0.000403877,0.00185456,6.84E-05,0.028548133,0.229415734,0.257963867,0.006549391,9,3.187601958,220.4444444
351,0,0,0.00755863,1.65E-05,0,0.000942058,7.87E-07,0.223606798,0.242535625,0.466142423,0.054232614,0,0.526315789,0.625
352,0.164696399,0.000608273,0.005686858,0.004150112,1.26E-05,0.000529856,4.40E-06,0.017584499,0.141421356,0.159005855,0.002486824,2,1.048252397,69.44897959
353,0,0,0.001503895,0.001320899,0,8.95E-05,7.35E-06,0.065094455,0.188982237,0.254076692,0.012301696,0,0.485106383,8.222222222
354,0.547510411,0.008156607,0.008789623,0.017771441,9.98E-05,0.000252389,9.19E-05,0.044237396,0.101534617,0.145772012,0.004491627,5,5.333333333,28.97916667
355,5.087689421,0.01754386,0.008873291,0.013865967,4.28E-05,0.00010455,3.12E-05,0.025070611,0.046778027,0.071848638,0.001172754,37,12.68805031,45.86184211
356,0,0,0.003871233,0.003880286,0,0.001414203,3.93E-07,0.009923389,0.5,0.509923389,0.004961695,0,0.395607642,1350.666667
357,7.384440596,0.059945504,0.029092443,0.038471825,0.000612839,0.000572622,0.000162989,0.084818893,0.096225045,0.181043938,0.008161702,44,11.6884058,41.72897196
358,2.782795111,0.016487001,0.046639252,0.019920579,0.000148376,0.001065082,2.06E-05,0.026198126,0.09166985,0.117867976,0.002401578,26,18.07692308,230.9661017
359,0,0,0.007754012,0.000677913,0,0.00054533,1.82E-06,0.054964971,0.185695338,0.240660309,0.010206739,0,2.172727273,39.82142857
360,0,0,0.001200546,7.61E-05,0,0.00019338,1.23E-06,0.158113883,0.316227766,0.474341649,0.05,0,0.051282051,0.555555556
361,0,0,0.003153212,0.004052886,0,0.001005095,5.57E-06,0.034879005,0.447213595,0.482092601,0.015598365,0,0.179049939,37.75
362,1.549997811,0.034220532,0.069460731,0.036533104,0.000487541,0.001282444,0.000397338,0.088735651,0.083624201,0.172359852,0.007420448,9,21.11111111,19.31690141
363,0,0,0.001063001,0.001165868,0,0.000104312,1.77E-06,0.039223227,0.277350098,0.316573325,0.010878566,0,0.334360555,21.41666667
364,0,0,0.005834197,0.000164508,0,0.000314888,2.43E-06,0.137360564,0.105409255,0.242769819,0.014479075,0,2.557692308,3.449438202
365,1.841639348,0.009786989,0.026179705,0.019938079,0.00017282,0.000885426,2.15E-05,0.02530227,0.130188911,0.155491181,0.003294075,17,7.565663037,239.4137931
366,0.572136224,0.047058824,0.039704802,0.009393775,0.00312989,0.004701878,0.00014981,0.125,0.229415734,0.354415734,0.028676967,4,1.793650794,8
367,0,0,0.000513499,0.001452966,0,2.67E-05,1.30E-05,0.088388348,0.204124145,0.292512493,0.018042196,0,0.362204724,2.434782609
368,8.612079051,0.016616314,0.003921888,0.004020146,6.74E-05,6.65E-05,2.97E-05,0.057928445,0.046423835,0.104352279,0.002689261,22,6.717171717,4.598272138
369,0.148408633,0.003355705,0.015817853,0.024124632,4.52E-05,0.000168894,0.000257486,0.090535746,0.086710997,0.177246743,0.007850445,1,17.97520661,17.01515152
370,0,0,0.004553052,1.49E-05,0,5.57E-05,8.34E-07,0.23570226,0.088045091,0.323747351,0.020752427,0,2.176470588,0.296875
371,1.973857121,0.040302267,0.026395702,0.009365098,0.000375481,0.000510934,5.98E-05,0.071611487,0.068518871,0.140130358,0.004906738,16,20.31958763,20.14150943
372,0.077345085,0.002666667,0.011036638,0.000374666,3.27E-05,0.000433991,1.51E-06,0.063628476,0.091287093,0.154915569,0.005808459,1,3.532520325,9.781512605
373,986.9424149,0.058697642,0.002521736,0.027507009,6.48E-06,9.34E-06,8.46E-06,0.010121686,0.033463724,0.04358541,0.000338709,4361,228.8682377,719.7825112
374,2.523045914,0.017015707,0.044281612,0.009106465,4.31E-05,0.000438633,1.64E-05,0.036249972,0.03564615,0.071896122,0.001292172,26,63.37368421,61.68829517
375,0,0,5.83E-05,1.40E-05,0,1.95E-05,2.81E-07,0.156173762,0.5,0.656173762,0.078086881,0,0.025,1.666666667
376,1.495115453,0.018079096,0.043666349,0.007604693,0.00012227,0.000665029,1.34E-05,0.037345684,0.073922127,0.111267811,0.002760672,16,25.42877095,101.032967
377,3.81630647,0.017473118,0.095236231,0.023289414,0.000161285,0.001839097,1.44E-05,0.021536525,0.094072087,0.115608611,0.002025986,39,25.74060325,497.6339286
378,0.477567338,0.000748055,0.013027139,0.023362864,1.57E-05,0.000500102,8.75E-06,0.012290541,0.142857143,0.155147684,0.001755792,5,3.615802991,501.875
379,0,0,0.029520935,0.000161749,0,0.000306851,2.60E-06,0.208514414,0.05944383,0.267958244,0.012394895,0,14.77272727,3.312056738
380,0.524855876,0.013227513,0.02856374,0.006266161,0.000185391,0.000465906,7.53E-05,0.107211253,0.058621038,0.165832292,0.006284835,5,29.5,11.46551724
381,0,0,0.007942025,4.79E-05,0,7.49E-05,4.80E-06,0.40824829,0.074953169,0.483201459,0.030599503,0,7.2,0.576271186
382,0.831924041,0.005703422,0.048536953,0.1048161,0.000714286,0.008454156,0.000220552,0.031434731,0.333333333,0.364768064,0.010478244,6,1.823936696,242.875
383,1.499274881,0.065789474,0.054284439,0.04243422,0.003246753,0.004320263,0.00044263,0.089802651,0.208514414,0.298317065,0.018725147,10,3.601626016,25.54545455
384,9.553196002,0.082138201,0.037082153,0.015602962,0.000404926,0.000580437,7.83E-05,0.066226618,0.047404546,0.113631164,0.003139443,63,32.16299559,28.71171171
385,0.372423729,0.000715052,0.001822497,0.001059463,4.09E-06,3.46E-05,7.36E-06,0.073922127,0.042640143,0.11656227,0.00315205,2,5.78021978,2.200364299
386,0.360328217,0.000849257,0.019759727,0.011842859,0.0001214,0.004370638,3.06E-06,0.014614511,0.353553391,0.368167902,0.00516701,4,1.397778253,945.8571429
387,0.517296157,0.004721435,0.020298351,0.00766465,0.000317763,0.002724675,2.35E-05,0.030964056,0.25,0.280964056,0.007741014,5,1.339731286,94.53333333
388,10.27476131,0.044632087,0.021550685,0.029747166,0.000138647,0.000144209,0.000113642,0.071066905,0.063500064,0.134566969,0.004512753,74,57.03553299,62.01619433
389,0,0,0.005026847,9.48E-05,0,0.000324616,5.57E-07,0.078086881,0.2,0.278086881,0.015617376,0,0.766871166,5.541666667
390,1.015145015,0.047337278,0.012987013,0.000997743,0.001042209,0.006578947,1.12E-05,0.707106781,0.113960576,0.821067358,0.080582296,8,1,2.447368421
391,0.422271498,0.008064516,0.009092974,0.000475628,0.00064914,0.0001269,3.84E-05,0.316227766,0.064820372,0.381048138,0.020498002,2,4.444444444,0.215189873
392,0.09086604,0.002173913,0.008448854,0.003790808,0.000140449,0.000706274,1.53E-05,0.048056933,0.242535625,0.290592558,0.011655518,1,1.25,36.4375
393,0.190554094,0.004716981,0.011778873,0.002016229,4.42E-05,0.000346645,1.11E-05,0.071795816,0.070359754,0.14215557,0.005051536,2,6.777202073,10.52736318
394,0.225250885,0.00017319,0.031204325,0.049271784,3.46E-05,0.01074432,1.34E-05,0.009323832,0.40824829,0.417572122,0.003806438,2,0.708050774,1642.6
395,0,0,0.000804449,1.77E-05,0,0.000804449,1.82E-07,0.10976426,0.707106781,0.816871041,0.077615053,0,0.06097561,9
396,5.010042579,0.034766119,0.080633784,0.018340237,0.000101992,0.000624161,2.23E-05,0.029160592,0.046726931,0.075887524,0.001362585,55,72.58042553,187.3238512
397,1.090274384,0.008333333,0.019123512,0.032039541,0.000302151,0.001102881,4.33E-05,0.029656491,0.185695338,0.215351829,0.005507072,10,4.977112676,216.3214286
398,12.27753261,0.02882333,0.013924026,0.020057722,4.04E-05,0.000141287,2.02E-05,0.022610782,0.090166963,0.112777745,0.002038746,85,29.11815857,298.2213115
399,0.990811083,0.017738359,0.023910265,0.01424045,0.000158103,0.00030524,0.000124453,0.074535599,0.060192927,0.134728526,0.004486516,8,25.41899441,16.63636364
400,0,0,0.014223746,0.003809743,0,0.000847393,1.55E-05,0.051847585,0.169030851,0.220878436,0.008763841,0,2.450134771,27.64705882
401,0,0,0.000365276,3.27E-05,0,5.78E-06,4.13E-07,0.116247639,0.095346259,0.211593898,0.011083777,0,0.780821918,0.550458716
402,1.951292948,0.080357143,0.043244558,0.085108221,0.003992902,0.003028259,0.001629425,0.109108945,0.204124145,0.31323309,0.02227177,9,4.457831325,18.95652174
403,0,0,0.002188913,0.003218078,0,5.38E-05,9.57E-06,0.036961064,0.1,0.136961064,0.003696106,0,1.30369357,10.42424242
404,0,0,0.011115648,3.28E-06,0,0.003852127,4.00E-08,0.111803399,0.377964473,0.489767872,0.042257713,0,0.17721519,2.5
405,0,0,0,0,0,0,0,0.301511345,0.707106781,1.008618126,0.213200716,0,0,0
406,0.134891468,0.034482759,0.019822484,0.00058402,0.006944444,0.004770987,2.46E-05,0.229415734,0.377964473,0.607380207,0.086710997,1,0.555555556,2.666666667
407,0.161171841,0.006622517,0.008701828,0.013934745,0.000868056,0.001743911,0.000127596,0.083918136,0.333333333,0.417251469,0.027972712,1,0.758865248,13.75
408,2.900907837,0.028268551,0.036434857,0.02734739,0.001766784,0.002796821,0.000144885,0.242535625,0.242535625,0.48507125,0.058823529,16,4.0625,26.375
409,0,0,0.00381045,0.018182176,0,0.000102336,7.74E-05,0.039715074,0.141421356,0.18113643,0.00561656,0,2.496050553,32.24489796
410,0.183888455,0.000693001,0.002079739,0.003495116,4.67E-05,0.000157419,0.000275526,0.301511345,0.131306433,0.432817777,0.039590379,1,3.2,1.666666667
411,0.456939,0.015463918,0.003402117,0.010286438,0.000379939,9.20E-05,0.0001592,0.087038828,0.185695338,0.272734166,0.016162705,3,1.763358779,6.071428571
412,0.197527156,0.001231527,0.016443999,0.080178174,0.001231527,0.016443999,0.000561202,0.035223498,0.707106781,0.742330279,0.024906774,1,0.089440994,72
413,0.895248747,0.001503006,0.037314522,0.016983582,0.000136808,0.000105047,0.00181102,0.316227766,0.038924947,0.355152713,0.012309149,6,292.6666667,3.426403642
414,0,0,5.37E-05,0.015245624,0,5.37E-05,4.40E-05,0.047088161,0.707106781,0.754194942,0.033296358,0,0.06,27
415,0,0,0.004638345,3.13E-05,0,0.00031945,4.48E-07,0.119522861,0.174077656,0.293600517,0.020806259,0,0.536231884,1.1875
416,0.947929748,0.005342399,0.079565673,0.012340151,0.000224014,0.004314028,6.22E-06,0.022530295,0.2,0.222530295,0.004506059,11,10.37633316,865.875
417,0,0,0,0,0,0,0,0.196116135,0.707106781,0.903222916,0.138675049,0,0,0
418,0,0,0,0.001140164,0,0,5.86E-05,0.707106781,0.150755672,0.857862453,0.106600358,0,0,2.558139535
419,0,0,0.001011029,0.000820778,0,2.29E-05,2.82E-06,0.058222251,0.120385853,0.178608104,0.007009135,0,0.693877551,4.661764706
420,3.472730039,0.032307692,0.059367427,0.120850066,0.001058468,0.003719282,0.00047351,0.042182454,0.176776695,0.218959149,0.007456875,21,5.959001783,120.516129
421,0,0,0.010783041,0.000646274,0,0.000745519,2.34E-06,0.05913124,0.204124145,0.263255385,0.012070114,0,1.575438596,21.34782609
422,2.383440836,0.033009709,0.044769453,0.02498008,0.000618362,0.002087175,8.00E-05,0.047404546,0.130188911,0.177593457,0.006171546,17,6.806306306,61.32758621
423,0.455254103,0.00968523,0.034176336,0.03622157,0.000823045,0.004637917,0.000146761,0.049875467,0.277350098,0.327225565,0.013832966,4,1.80798005,61.66666667
424,0,0,0.001549952,1.01E-05,0,0.000542427,1.25E-07,0.111803399,0.5,0.611803399,0.055901699,0,0.164556962,4.333333333
425,0,0,0.001961449,0.009026063,0,0.000307338,0.000196665,0.137360564,0.353553391,0.490913955,0.048564293,0,0.557692308,4.142857143
426,0.113499535,0.018867925,0.003710042,0.002239378,0.001420455,0.000312058,7.38E-05,0.176776695,0.208514414,0.385291109,0.036860489,1,1.548387097,2.545454545
427,0.087876729,0.001569859,0.004690648,0.003839814,0.000226398,0.000925057,7.21E-06,0.040323892,0.353553391,0.393877283,0.014256649,1,0.442996743,43.28571429
428,0,0,0.000225288,0.003408316,0,0.000225288,5.57E-07,0.012288685,0.707106781,0.719395466,0.008689412,0,0.036399335,250
429,7.353224779,0.020402129,0.072374343,0.0309468,8.41E-05,0.000776858,1.85E-05,0.017934515,0.062257281,0.080191796,0.001116554,69,40.03474903,498.9844358
430,0.131162496,0.009433962,0.007340463,0.002058607,0.004761905,0.003980823,2.05E-05,0.102597835,0.577350269,0.679948104,0.059234888,1,0.20212766,10.5
431,0.158324092,0.003976143,0.015848498,0.002227751,7.18E-05,0.000691396,5.79E-06,0.048621664,0.125,0.173621664,0.006077708,2,4.388625592,36.33333333
432,0.49382699,0.00295683,0.019456242,0.010994454,0.000103428,0.001100539,9.37E-06,0.024730968,0.182574186,0.207305154,0.004515236,5,3.541003672,205.2413793
433,0,0,0.012209893,6.71E-05,0,0.002038222,5.25E-07,0.088735651,0.288675135,0.377410786,0.025615776,0,0.603174603,7
434,6.9930564,0.108490566,0.02653468,0.033725966,0.000835134,0.00115784,0.000292193,0.086386843,0.076471911,0.162858754,0.006606167,46,19.39097744,31.85294118
435,0,0,0.009741803,0.000174458,0,0.001188691,7.89E-07,0.067884423,0.25819889,0.326083313,0.017527683,0,0.768518519,12.07142857
436,1.19491575,0.025477707,0.020349297,0.046262485,0.001163298,0.001764347,0.000268768,0.059654999,0.204124145,0.263779144,0.012177026,8,2.925,40.26086957
437,0,0,0.00113082,0.000103212,0,0.000572159,3.84E-06,0.19245009,0.577350269,0.769800359,0.111111111,0,0.115384615,1.5
438,0.525884593,0.002123142,0.024924865,0.005020682,2.24E-05,8.72E-05,6.41E-05,0.100503782,0.023675686,0.124179468,0.002379496,4,74.23469388,4.656758273
439,0.949283707,0.036363636,0.012197127,0.011345002,0.000925926,0.000663336,8.94E-05,0.077849894,0.142857143,0.220707037,0.011121413,8,5.067073171,22.64583333
440,0,0,0.000847011,0.000369657,0,0.000304422,3.77E-06,0.1,0.5,0.6,0.05,0,0.161616162,5.333333333
441,0,0,0.000326918,0.000419139,0,0.000326918,1.14E-06,0.059028134,0.707106781,0.766134915,0.041739194,0,0.055944056,26
442,0,0,0.00066821,1.81E-05,0,0.000343228,7.23E-08,0.065512178,0.577350269,0.642862447,0.037823474,0,0.060344828,8.5
443,0,0,0.002340868,0.002308096,0,0.001261932,1.22E-05,0.069171446,0.577350269,0.646521716,0.039936153,0,0.192307692,20
444,0.979245631,0.002657555,0.017093297,0.00412476,2.89E-05,6.21E-05,6.30E-05,0.102597835,0.020190693,0.122788528,0.002071521,7,70.59574468,2.672104405
445,0,0,0.002163635,0.028494417,0,0.002163635,7.81E-05,0.052414242,0.707106781,0.759521023,0.037062466,0,0.159779614,74
446,0,0,0.005583801,0.003597925,0,0.000376945,6.19E-05,0.116247639,0.145864991,0.26211263,0.016956461,0,2,3.173913043
447,0,0,0,0,0,0,0,0.21821789,0.577350269,0.795568159,0.125988158,0,0,0
448,0,0,0.014361627,0.000950348,0,0.004538501,1.56E-05,0.122169444,0.40824829,0.530417735,0.049875467,0,0.575757576,8.2
449,0,0,0.002017677,6.95E-05,0,9.41E-05,3.86E-07,0.073127242,0.124034735,0.197161977,0.009070318,0,0.682795699,1.984375
450,0,0,0.000221717,0.002854772,0,7.39E-05,0.000154199,0.277350098,0.5,0.777350098,0.138675049,0,0.666666667,3.666666667
451,0,0,0.007683449,0.000114988,0,0.000312331,1.71E-06,0.122169444,0.125,0.247169444,0.015271181,0,2.060606061,2.19047619
452,0.421730856,0.010526316,0.008073804,0.009474886,0.000256169,0.000867832,7.26E-05,0.06608186,0.141421356,0.207503216,0.009345386,3,1.76754386,8.918367347
453,0,0,0.002790759,6.37E-05,0,0.000409626,1.44E-06,0.147441956,0.107832773,0.255274729,0.015899075,0,0.777777778,0.411764706
454,3.592771144,0.047058824,0.026487611,0.01693138,0.000938802,0.000613286,0.00034088,0.141421356,0.145864991,0.287286348,0.020628425,16,14.69387755,10.5
455,0.128215921,0.002132196,0.002559491,0.013110479,0.000198059,0.000301646,7.09E-05,0.046778027,0.288675135,0.335453162,0.013503653,1,0.322368421,13.36363636
456,0.883216848,0.010447761,0.013255746,0.005355839,8.81E-05,9.72E-05,4.72E-05,0.122169444,0.043560684,0.165730129,0.005321785,7,30.54545455,8.237642586
457,1.280050272,0.036458333,0.056348483,0.048033524,0.000729623,0.001154036,0.000843931,0.114707867,0.092057462,0.206765329,0.010559715,7,19.21333333,13.79487179
458,0,0,0,6.95E-05,0,0,1.39E-05,0.707106781,0.07856742,0.785674201,0.055555556,0,0,1.192546584
459,0,0,0.010709335,0.000486306,0,0.000311293,4.91E-05,0.577350269,0.107211253,0.684561523,0.061898446,0,10,2.325581395
460,0.073830359,0.004081633,0.020184859,0.001569338,0.000468823,0.004960964,7.47E-06,0.07856742,0.316227766,0.394795186,0.0248452,1,0.844720497,33.33333333
461,0,0,0.011337565,0.00116731,0,0.000626975,5.74E-06,0.063245553,0.127000127,0.19024568,0.008032193,0,1.983935743,8.098360656
462,0.086416642,0.000553097,0.012613703,0.005033892,1.26E-05,0.00058045,4.83E-06,0.023870496,0.147441956,0.171312452,0.003519513,1,2.575256556,100.8
463,5.898408893,0.276595745,0.224330419,0.237981239,0.007703704,0.00541581,0.008571077,0.174077656,0.150755672,0.324833328,0.026243194,26,32.875,21.95348837
464,3.963785595,0.005631734,0.004607593,0.009034589,5.64E-06,0.000143172,7.97E-06,0.022881438,0.085435766,0.108317204,0.001954893,23,13.48035621,133.3014706
465,0,0,0.005966398,9.04E-05,0,0.000303868,4.30E-07,0.070014004,0.136082763,0.206096768,0.009527699,0,0.935960591,4.301886792
466,0.098156242,0.001430615,0.012198644,0.000603201,1.84E-05,0.000332173,1.10E-06,0.05,0.105409255,0.155409255,0.005270463,1,2.972431078,19.11235955
467,1.847520589,0.076271186,0.099928249,0.043305098,0.004205607,0.002712301,0.003201779,0.267261242,0.098058068,0.365319309,0.026207121,9,22.15384615,4.184466019
468,0.171824566,0.00012046,0.006562029,0.025123335,4.02E-05,0.002374476,2.09E-06,0.007773925,0.5,0.507773925,0.003886963,2,0.56237157,3114.666667
469,0,0,0.003179678,3.67E-05,0,3.16E-05,3.34E-06,0.301511345,0.079056942,0.380568286,0.023836565,0,10.5,0.679245283
470,0.405739826,0.002683363,0.009463767,0.002254578,3.52E-05,6.77E-05,3.79E-05,0.11250879,0.03309517,0.14560396,0.003723497,3,20.80769231,1.797149123
471,0,0,0.004291476,0.001873301,0,8.98E-05,6.89E-06,0.056077215,0.107211253,0.163288469,0.006012109,0,3.971608833,14.70930233
472,0,0,0.000523976,0.000271583,0,2.15E-05,5.73E-06,0.171498585,0.188982237,0.360480822,0.032410186,0,0.787878788,2
473,0,0,0.002155845,1.30E-05,0,0.000128903,1.05E-07,0.090166963,0.166666667,0.25683363,0.015027827,0,0.213114754,0.771428571
474,0,0,0,0,0,0,0,0.5,0.085749293,0.585749293,0.042874646,0,0,0
475,0.188121711,0.002906977,0.027536524,0.002054035,1.95E-05,0.00056613,5.00E-06,0.046676003,0.067884423,0.114560426,0.003168574,2,13.54585153,30.53240741
476,0.442187438,0.002900232,0.032835427,0.011787846,0.000171798,0.002709948,7.68E-06,0.024354051,0.23570226,0.260056312,0.005740305,5,5.351335312,540.6470588
477,0,0,0.010596895,0.000145382,0,0.0005954,2.57E-06,0.133630621,0.188982237,0.322612857,0.025253814,0,1.945454545,4.407407407
478,0,0,0.000125952,0.012163982,0,6.45E-05,2.19E-05,0.02526187,0.577350269,0.60261214,0.014584948,0,0.037037037,29
479,0.120993918,0.000924214,0.007218701,0.000668122,2.52E-05,7.01E-05,2.05E-05,0.169030851,0.030919621,0.199950472,0.00522637,1,14.58823529,0.593301435
480,0.198762184,0.001498127,0.006298683,0.005419419,7.60E-06,3.08E-05,4.92E-05,0.067419986,0.030178582,0.097598568,0.00203464,2,22.67579909,4.686417502
481,0,0,2.38E-05,0.003013743,0,1.20E-05,4.72E-06,0.032042067,0.577350269,0.609392336,0.018499496,0,0.017471737,8.5
482,0.073830359,0.002824859,0.008110404,5.40E-05,0.001416431,0.00511689,1.53E-07,0.054312545,0.577350269,0.631662814,0.031357362,1,0.189349112,36
483,0,0,0.000895314,4.71E-05,0,0.000487806,4.07E-07,0.092847669,0.577350269,0.670197938,0.053605627,0,0.043478261,2.5
484,15.9289228,0.072463768,0.046334641,0.019554071,0.000572703,0.000350244,0.000247458,0.196116135,0.028082798,0.224198933,0.00550749,95,93.64,11.65351223
485,0,0,0.006050844,0.009639006,0,0.000824713,2.69E-06,0.011707323,0.288675135,0.300382457,0.003379613,0,0.524057574,347.7272727
486,20.05812942,0.115566038,0.017920758,0.030168231,0.000878514,0.00156753,0.000189039,0.064282435,0.182574186,0.24685662,0.011736313,49,7.195020747,26.65517241
487,1.939059216,0.040892193,0.021350515,0.040257741,0.001790365,0.00248781,0.000321542,0.069673301,0.2,0.269673301,0.01393466,11,2.56097561,29.20833333
488,0.095948831,0.002512563,0.00368362,0.004346329,4.16E-05,9.15E-05,2.11E-05,0.089802651,0.115470054,0.205272705,0.010369517,1,1.853658537,11.93243243
489,4.086628783,0.00044322,0.001606117,0.003879138,1.20E-06,2.50E-06,1.34E-05,0.052270837,0.030042088,0.082312926,0.001570325,28,263.7150685,15.22131888
490,0,0,0.004153341,0.002148854,0,0.000334923,2.33E-06,0.033004918,0.23570226,0.268707178,0.007779334,0,0.918211559,58.05882353
491,0,0,0.002791242,0.00062558,0,0.001477534,9.93E-06,0.125,0.577350269,0.702350269,0.072168784,0,0.095238095,3
492,0,0,0.009654028,0.000382331,0,0.000369356,3.92E-06,0.1,0.096225045,0.196225045,0.009622504,0,4.363636364,4.551401869
493,0,0,0.007725324,0.00194871,0,0.001578914,1.01E-05,0.070710678,0.25,0.320710678,0.01767767,0,1.351758794,20.4
494,0,0,0.002188651,1.12E-05,0,0.000185879,7.04E-07,0.242535625,0.25819889,0.500734515,0.062622429,0,0.5625,0.642857143
495,0,0,0.004761905,4.63E-06,0,0.002645503,1.93E-07,0.213200716,0.577350269,0.790550986,0.123091491,0,0.047619048,0.5
496,0,0,0.047762695,0.153333333,0,0.023881347,0.032681018,0.5,0.577350269,1.077350269,0.288675135,0,1.333333333,3.5
497,0.544767749,0.133333333,0.088117284,0.059081527,0.028571429,0.0429632,0.009408111,0.377964473,0.577350269,0.955314742,0.21821789,2,1.833333333,2.5
498,0,0,0,0,0,0,0,0.40824829,0.447213595,0.855461886,0.182574186,0,0,0
499,1.534792873,0.003902663,0.049594827,0.023766382,0.000144876,0.002644235,7.42E-06,0.015184668,0.188982237,0.204166904,0.002869632,17,7.698339483,1238.777778
500,1.924131491,0.010273973,0.005366574,0.005299032,5.01E-05,0.000128032,3.76E-05,0.041885391,0.061545745,0.103431136,0.002577868,9,3.421792619,6.893536122
501,0,0,0.000240181,0.001449841,0,3.33E-05,8.17E-06,0.07124705,0.333333333,0.404580383,0.023749017,0,0.153061224,4.25
502,0,0,1.16E-05,0.001342462,0,9.71E-07,2.38E-05,0.125988158,0.277350098,0.403338256,0.034942828,0,0.14516129,0.833333333
503,0,0,0.008969527,0.000133945,0,0.000335926,5.20E-06,0.19245009,0.123091491,0.315541581,0.023688968,0,4.807692308,1.923076923
504,0,0,0.006385349,0.00059035,0,0.000677713,2.77E-06,0.06681531,0.169030851,0.235846161,0.011293849,0,0.609865471,6.970588235
505,0.369171598,0.018181818,0.049512762,0.130925025,0.009090909,0.027431829,0.001560645,0.096225045,0.577350269,0.673575314,0.055555556,2,0.738317757,39.5
506,4.81867548,0.04770017,0.033813458,0.013954421,0.000474383,0.000556153,0.000176214,0.105409255,0.045786855,0.15119611,0.004826358,28,21.82022472,6.663865546
507,0.08554461,0.000512033,0.001634276,0.015418876,5.14E-05,0.000227801,1.46E-05,0.022680461,0.301511345,0.324191805,0.006838416,1,0.569737519,110.9
508,0,0,0.000457804,0.006643733,0,0.000153697,5.19E-05,0.086066297,0.5,0.586066297,0.043033148,0,0.320895522,16
