adar1,jaccard1,jaccard2,jaccard3,cosine1,cosine2,cosine3,knn1,knn2,knn3,knn4,common_neighbors1,common_neighbors2,common_neighbors3
0.481172605,0.004645761,0.046089295,0.190303693,0.000666001,0.015613715,0.000253378,0.034259435,0.353553391,0.387812826,0.01211254,4,2.672150411,328
0.175001897,0.000563698,0.034601078,0.113373968,5.65E-05,0.010390431,3.45E-05,0.016835876,0.301511345,0.31834722,0.005076208,2,1.864757584,660.1
1.180827051,0.010070493,0.023467442,0.040867353,0.000247758,0.002462497,5.82E-05,0.032915401,0.15249857,0.185413971,0.005019552,10,3.728850325,90
2.598647487,0.005874379,0.01197884,0.012026561,3.27E-05,0.00026547,9.41E-05,0.071611487,0.05322463,0.124836117,0.003811495,13,27.04639175,8.6875
0,0,0.116717427,0.33944039,0,0.074996253,1.06E-05,0.004999,0.5,0.504999,0.0024995,0,1.020442334,13643.33333
8.694893071,0.174418605,0.131740063,0.096016291,0.002252027,0.001938814,0.001580789,0.102597835,0.072357461,0.174955296,0.007423719,45,47.14893617,22.64736842
0.189432959,0.000153104,0.044579762,0.190823931,2.55E-05,0.015748058,2.01E-05,0.008751751,0.377964473,0.386716224,0.003307851,2,1.589276139,3459.5
20.01841199,0.019455253,0.013237097,0.043898896,0.000208333,0.000216037,0.000474493,0.103695169,0.19245009,0.296145259,0.019956145,40,31.16304348,10.03846154
1.722565544,0.011329756,0.038154142,0.011682156,4.50E-05,0.001603851,1.10E-05,0.026793191,0.057353933,0.084147125,0.001536695,19,22.96479885,105.5181518
0.273226677,0.003340757,0.03470195,0.081474227,0.000241585,0.006225267,9.80E-05,0.03400102,0.25819889,0.29219991,0.008779026,3,3.688657407,235.1428571
0.120316698,0.002314815,0.033361256,0.136816362,0.000236407,0.006647586,0.000356184,0.048795004,0.301511345,0.350306348,0.014712247,1,2.990453461,126.9
2.553122946,0.002097413,0.090503795,0.042803188,2.17E-05,0.004308773,4.91E-06,0.008972309,0.101015254,0.109987564,0.00090634,27,16.13597939,2144.896907
0.945672384,0.015655577,0.017734908,0.018229077,0.000136523,0.001176447,6.77E-05,0.063628476,0.077382323,0.1410108,0.004923719,8,7.25203252,29.78915663
0,0,0.036510025,0.059722014,0,0.007144584,0.00011376,0.042601432,0.223606798,0.26620823,0.00952597,0,1.76,60.31578947
3.716178733,0.000920696,0.034019467,0.031531771,7.95E-06,0.003136767,2.72E-06,0.004999,0.092450033,0.097449033,0.000462158,37,6.733524928,2335.672414
1.348064371,0.001071155,0.0558419,0.072498881,4.29E-05,0.006238687,9.76E-06,0.008751751,0.196116135,0.204867886,0.001716359,14,5.55695136,2903.68
0.370584026,0.000232019,0.07698077,0.157397031,2.90E-05,0.039570449,9.89E-06,0.007621606,0.333333333,0.340954939,0.002540535,4,2.009236668,4329.75
1.273715812,0.015334064,0.054345097,0.028629086,0.000307692,0.002759657,3.39E-05,0.034020691,0.137360564,0.171381255,0.004673101,14,15.63035921,262.1730769
3.057518594,0.008627888,0.060357047,0.032834843,0.000104251,0.00247335,1.21E-05,0.016835876,0.108465229,0.125301105,0.001826107,31,14.87383045,627.1904762
0.355438031,0.000348837,0.107394948,0.131521873,4.36E-05,0.081108951,1.81E-05,0.010785786,0.333333333,0.344119119,0.003595262,3,1.352065154,1452.625
7.429366314,0.005256742,0.05530557,0.045978426,3.89E-05,0.00172781,9.66E-06,0.008751751,0.085435766,0.094187516,0.000747713,69,16.4151666,1577.080882
5.219129483,0.001368432,0.041833008,0.034846571,9.87E-06,0.002675255,2.52E-06,0.004999,0.084515425,0.089514426,0.000422493,55,9.25050606,2673.23741
0.206770411,0.010752688,0.08550571,0.1251287,0.00130719,0.043567539,0.001618297,0.109108945,0.316227766,0.425336711,0.034503278,1,1.542168675,14.44444444
7.876816806,0.002013123,0.038572493,0.030661407,9.66E-06,0.001999171,2.16E-06,0.004999,0.069006556,0.074005556,0.000344964,81,11.7720105,2262.583732
0.472532459,0.000289821,0.046562071,0.077826319,1.38E-05,0.017134,8.15E-06,0.007621606,0.213200716,0.220822322,0.001624932,5,2.525095852,2073.142857
0,0,0.300538546,1,0,0.300538546,5.80E-05,0.007621606,0.707106781,0.714728387,0.005389289,0,1,17236
0,0,0.300538546,1,0,0.300538546,5.80E-05,0.007621606,0.707106781,0.714728387,0.005389289,0,1,17236
0.265767726,7.48E-05,0.080930141,0.195215044,1.25E-05,0.038602487,5.53E-06,0.004999,0.377964473,0.382963473,0.001889445,3,1.483968512,9923.166667
13.67965047,0.045914678,0.062575985,0.024974256,7.23E-05,0.000405634,2.28E-05,0.022355092,0.033942212,0.056297303,0.000758781,127,92.0225,213.7347174
16.2410218,0.011489909,0.069502557,0.044831773,3.61E-05,0.001233279,9.86E-06,0.008751751,0.055641488,0.064393239,0.00048696,152,36.10968977,1465.521739
1.718068782,0.000423486,0.043757383,0.043289554,8.15E-06,0.006847554,2.82E-06,0.004999,0.137360564,0.142359564,0.000686666,17,4.220442334,3265.346154
0,0,0.223631331,1,0,0.223631331,2.49E-05,0.004999,0.707106781,0.712105781,0.003534827,0,1,40108
2.28338798,0.006114508,0.033925399,0.039647223,9.11E-05,0.001624931,1.86E-05,0.01685021,0.120385853,0.137236063,0.002028527,22,9.429707469,493.0294118
0.602369579,0.000546064,0.083312434,0.077252739,2.38E-05,0.013293673,6.78E-06,0.008972309,0.204124145,0.213096455,0.001831465,7,6.318492875,3533.608696
7.147445804,0.001838783,0.045249436,0.033291922,8.79E-06,0.00243946,2.41E-06,0.004999,0.068842839,0.073841839,0.000344145,74,13.57543421,2598.514286
0.115689513,0.001282051,0.063992776,0.259085761,0.00032175,0.027905129,0.000334552,0.036442026,0.447213595,0.483655621,0.016297369,1,1.430851064,278.25
0.529893922,0.000537057,0.028609369,0.133543336,5.97E-05,0.005978478,1.70E-05,0.010380685,0.316227766,0.326608451,0.003282661,5,2.730035564,2822.666667
0.609005251,0.000124629,0.051477415,0.075957527,7.79E-06,0.016490395,4.55E-06,0.004999,0.242535625,0.247534625,0.001212436,5,1.701087092,4273.1875
0.660948811,0.000535619,0.046902491,0.092490361,3.15E-05,0.007338513,9.94E-06,0.008751751,0.23570226,0.244454011,0.002062807,7,3.82926082,2942.529412
2.173826996,0.025893958,0.049331405,0.033028575,0.000383772,0.001861624,5.07E-05,0.03863337,0.117041147,0.155674518,0.004521694,21,16.46786248,178.9722222
0.096378391,0.000116306,0.209124589,0.261697981,2.91E-05,0.165848611,3.24E-05,0.010785786,0.447213595,0.457999381,0.00482355,1,1.185456661,2547.25
0.521910528,9.97E-05,0.068763515,0.135359238,1.11E-05,0.027605535,7.55E-06,0.004999,0.316227766,0.321226766,0.001580823,4,1.27394727,5679.555556
0.857380287,0.000199347,0.035339517,0.052585147,6.43E-06,0.008525618,3.03E-06,0.004999,0.176776695,0.181775696,0.000883707,8,2.267874547,2938.387097
3.227375728,0.031177829,0.039800197,0.02079457,0.000277544,0.0017826,3.77E-05,0.037742568,0.088388348,0.126130915,0.003336003,27,12.20256776,85.31496063
10.48904828,0.010793651,0.108591178,0.066682276,4.46E-05,0.001374154,1.51E-05,0.010380685,0.063628476,0.074009161,0.000660507,102,44.32546611,1678.512195
0.188561664,0.00308642,0.054169568,0.548117155,0.001547988,0.035891056,0.001902253,0.057259833,0.577350269,0.634610103,0.03305898,1,1.148026316,184.5
2.793434281,0.002256985,0.096052771,0.050240986,3.02E-05,0.005484172,5.91E-06,0.008972309,0.114707867,0.123680176,0.001029194,29,14.35448032,2496.586667
0,0,0.091215913,1,0,0.091215913,0.000282486,0.016835876,0.707106781,0.723942657,0.011904762,0,1,3540
0.073830359,0.001317523,0.087061071,0.500186076,0.000659631,0.056660716,0.000659876,0.036490518,0.577350269,0.613840787,0.021067811,1,1.370666667,521
246.7355183,0.03030303,0.002371236,0.026843664,3.95E-06,9.76E-06,8.44E-06,0.010380685,0.040323892,0.050704577,0.00041859,1366,124.1974351,717.2214984
0.287041067,4.99E-05,0.084755505,0.172687007,8.31E-06,0.040211338,6.08E-06,0.004999,0.377964473,0.382963473,0.001889445,2,1.207647132,8075
0,0,0.223631331,1,0,0.223631331,2.49E-05,0.004999,0.707106781,0.712105781,0.003534827,0,1,40108
0.122024766,0.003012048,0.017291315,0.015002371,3.64E-05,0.00129975,0.000112675,0.074329415,0.081378846,0.155708261,0.006048842,1,7.816666667,9.413333333
1.375944425,0.003275109,0.022797414,0.066150295,0.000109709,0.003291706,3.27E-05,0.017122183,0.179605302,0.196727485,0.003075235,12,3.569794721,449.6
0.739392566,0.000174459,0.040323975,0.060917135,7.59E-06,0.011040351,3.63E-06,0.004999,0.204124145,0.209123146,0.001020417,7,1.977308509,3455.043478
0,0,0.057522255,0.145415211,0,0.026617199,0.000271705,0.043895128,0.353553391,0.397448519,0.015519271,0,1.44980695,114.1428571
0,0,0.212420581,0.25079771,0,0.189681213,8.48E-05,0.018405254,0.447213595,0.46561885,0.00823108,0,1.030159268,765
0.096378391,0.000116293,0.195118507,0.223480239,2.33E-05,0.139853568,2.74E-05,0.010785786,0.40824829,0.419034076,0.004403279,1,1.393368237,2395.2
14.18619891,0.010214044,0.060199377,0.036506308,2.66E-05,0.000987991,8.19E-06,0.008751751,0.050443327,0.059195078,0.000441467,136,36.31842206,1210.969388
2.969463375,0.00077222,0.046835838,0.041251819,1.15E-05,0.005569205,2.34E-06,0.004999,0.121267813,0.126266813,0.000606218,31,5.763288767,3455.328358
0.145427795,0.003355705,0.062089851,0.58020165,0.001683502,0.039686923,0.00198754,0.059028134,0.577350269,0.636378403,0.034079909,1,1.573426573,236
0.798822266,0.01618123,0.041527697,0.0268521,0.000302133,0.004334955,0.000139255,0.064415663,0.121267813,0.185683475,0.007811547,5,5.045833333,19.13432836
0.098557939,2.49E-05,0.071759803,0.142326681,3.12E-06,0.030478211,4.88E-06,0.004999,0.333333333,0.338332334,0.001666333,1,1.274721979,6393.625
2.596353214,0.028008299,0.072129895,0.016038216,0.000223959,0.001721369,2.34E-05,0.03496418,0.083624201,0.118588381,0.002923852,27,28.17870257,172.5774648
0,0,0.139384577,1,0,0.139384577,0.004424779,0.067573738,0.707106781,0.774680519,0.047781848,0,1,226
0.251469631,0.000621891,0.030343092,0.037098245,2.02E-05,0.01201885,1.47E-05,0.017749926,0.176776695,0.194526621,0.003137773,2,1.569177435,162.1290323
0,0,0.093028932,0.250098246,0,0.047032737,0.001012544,0.064415663,0.447213595,0.511629258,0.02880756,0,1.183333333,73
3.300108258,0.008993255,0.048739962,0.029475687,7.08E-05,0.003165391,1.27E-05,0.015992326,0.087370406,0.103362731,0.001397256,36,17.55998977,528.0153846
8.266539837,0.001766125,0.030238488,0.026525549,1.08E-05,0.002345557,3.35E-06,0.004999,0.077849894,0.082848895,0.000389172,71,7.719430214,1895.134146
0.827617878,0.003256003,0.087520329,0.011911049,1.34E-05,0.00195469,6.39E-06,0.021363815,0.060412209,0.081776024,0.001290635,8,29.0739726,234.6520147
0.09726584,2.49E-05,0.086745083,0.220273298,4.99E-06,0.045588772,6.14E-06,0.004999,0.40824829,0.413247291,0.002040833,1,1.191878046,9565
3.743766825,0.010382514,0.066924733,0.026652525,6.79E-05,0.001673442,9.90E-06,0.016835876,0.079305159,0.096141034,0.001335172,38,23.74057272,531.6518987
0.900491059,0.002740477,0.062529706,0.024048237,5.04E-05,0.006488535,7.66E-06,0.01670849,0.133630621,0.150339111,0.002232766,10,6.498184865,427.6909091
0.400262743,0.001239541,0.029912728,0.014894374,1.51E-05,0.006327798,5.47E-06,0.017823075,0.108465229,0.126288304,0.001933184,4,3.868446139,144.9285714
0.249444498,0.000622278,0.038550253,0.038248738,2.16E-05,0.01354723,1.36E-05,0.017749926,0.182574186,0.200324112,0.003240678,2,1.965017334,217.0689655
0.417392523,0.00206754,0.074307105,0.108108663,0.000138985,0.018473156,0.000107647,0.026379807,0.25,0.276379807,0.006594952,3,2.424791086,233
0,0,0.14926745,0.516111288,0,0.112433915,1.33E-05,0.004999,0.577350269,0.582349269,0.002886174,0,1.060527302,21269.5
4.489250465,0.003414823,0.089166086,0.039433751,2.73E-05,0.003642199,5.68E-06,0.008972309,0.088735651,0.09770796,0.000796164,44,18.64173577,1919.357143
0,0,0.757615747,1,0,0.757615747,0.000337838,0.018405254,0.707106781,0.725512036,0.01301448,0,1,2960
1.066096064,0.005449591,0.084709673,0.059577414,0.000150254,0.011046866,5.61E-05,0.026379807,0.162221421,0.188601228,0.00427937,8,5.190807799,202.4054054
1.833050678,0.039007092,0.063567782,0.084032356,0.001354346,0.006104834,0.000478449,0.062136977,0.176776695,0.238913672,0.010984369,11,6,51.4516129
0.55005134,0.000684463,0.034822378,0.042954315,2.29E-05,0.011724348,7.29E-06,0.010697788,0.179605302,0.19030309,0.001921379,6,2.134371066,622.5
3.916367488,0.004391132,0.091804455,0.077687655,6.12E-05,0.002403357,1.24E-05,0.010380685,0.117041147,0.127421832,0.001214967,41,19.98017028,2582.458333
38.60129446,0.124273581,0.051788488,0.024679352,0.000178257,0.000192096,4.60E-05,0.088388348,0.033167906,0.121556254,0.002931656,278,91.80314961,80.45484581
4.175006347,0.003123572,0.051924178,0.044295752,2.91E-05,0.001976099,8.22E-06,0.008751751,0.095782629,0.104534379,0.000838266,41,13.32784374,1612.638889
0.682212943,0.000467181,0.022724823,0.033317911,1.02E-05,0.005146811,6.01E-06,0.008972309,0.145864991,0.154837301,0.001308746,6,2.509701312,711.3043478
6.910172701,0.017379051,0.063768642,0.026108386,4.48E-05,0.001340677,1.15E-05,0.015992326,0.048564293,0.064556619,0.000776656,74,45.64236378,421.787234
6.651748034,0.029528427,0.090879438,0.024987726,0.000103045,0.000850856,1.65E-05,0.022321651,0.055555556,0.077877207,0.001240092,67,59.48504487,370.3839009
0.073830359,0.0078125,0.032655014,0.020412732,0.000243665,0.009205443,0.000327437,0.119522861,0.131306433,0.250829294,0.015694121,1,2.695652174,3.385964912
3.039267678,0.000822205,0.055553644,0.053925536,1.35E-05,0.005534226,2.21E-06,0.004999,0.127000127,0.131999127,0.000634874,33,6.506410096,4281.213115
253.0301741,0.054322848,0.004189228,0.033733788,7.40E-06,3.09E-05,1.13E-05,0.008751751,0.039103094,0.047854845,0.000342221,1442,89.07207966,915.5405819
0,0,0.079019274,0.159670464,0,0.034934723,5.24E-06,0.004999,0.353553391,0.358552391,0.001767414,0,1.350318631,7743.285714
0.203933524,4.99E-05,0.099596869,0.200670677,8.31E-06,0.043645026,6.16E-06,0.004999,0.377964473,0.382963473,0.001889445,2,1.541971761,10313.83333
7.959202854,0.01693902,0.044462845,0.020489375,1.82E-05,0.000616584,1.36E-05,0.015992326,0.028927843,0.044920168,0.000462623,85,72.89409056,238.6457286
0,0,0.063951358,0.013601597,0,0.001857806,0.000711146,0.229415734,0.1,0.329415734,0.022941573,0,6.666666667,1.353535354
0,0,0.319481332,1,0,0.319481332,0.00011439,0.010697788,0.707106781,0.717804569,0.007564478,0,1,8742
0.848180747,0.002530222,0.047735905,0.054077851,9.78E-05,0.005286488,1.66E-05,0.016835876,0.19245009,0.209285965,0.003240066,9,6.242699178,849.4615385
1.249749627,0.001071155,0.050097478,0.069409992,4.29E-05,0.005568782,7.64E-06,0.008751751,0.196116135,0.204867886,0.001716359,14,5.427345845,2836.12
1.712052689,0.01191766,0.015110557,0.00917065,5.62E-05,0.00038541,7.16E-05,0.057073015,0.040756957,0.097829972,0.002326122,11,13.76143791,7.648918469
23.86000254,0.048208995,0.035634802,0.025114953,7.52E-05,0.000139162,7.77E-05,0.03863337,0.020277678,0.058911048,0.000783395,179,175.064275,53.13780337
0.22621261,0.000666667,0.025319533,0.02567136,1.61E-05,0.01854705,1.32E-05,0.018405254,0.15249857,0.170903825,0.002806775,2,1.196882413,84.5
0.349257638,7.48E-05,0.065273839,0.134984985,8.31E-06,0.026411095,4.82E-06,0.004999,0.316227766,0.321226766,0.001580823,3,1.501436961,6700.222222
1.677509165,0.001933356,0.027644581,0.026345003,2.86E-05,0.005491426,5.94E-06,0.010697788,0.120385853,0.131083641,0.001287862,17,4.226050132,543.9852941
0.707239027,0.00017449,0.045573296,0.09047602,1.09E-05,0.014797233,3.91E-06,0.004999,0.242535625,0.247534625,0.001212436,7,1.861027115,4666.875
1.759986995,0.025198939,0.081579493,0.013949233,0.000176642,0.001263742,2.78E-05,0.041309619,0.073922127,0.115231746,0.003053695,19,38.38461538,126.3351648
5.150030684,0.004034448,0.075130504,0.037847749,2.94E-05,0.003195439,5.13E-06,0.008972309,0.084818893,0.093791202,0.000761021,52,17.42234925,1653.753623
0.269361374,0.00054615,0.020072653,0.080278732,3.05E-05,0.004694347,4.63E-05,0.017122183,0.229415734,0.246537917,0.003928098,2,1.639589443,335.7777778
9.035080195,0.156521739,0.081101575,0.106429494,0.002293578,0.004028354,0.000547089,0.0949158,0.117041147,0.211956947,0.011109054,54,19.12727273,75.04166667
0.166973859,2.49E-05,0.094776871,0.164083625,3.56E-06,0.038855262,5.30E-06,0.004999,0.353553391,0.358552391,0.001767414,1,1.625640385,9320.142857
9.694744407,0.020334928,0.034994644,0.024842878,3.36E-05,0.000366079,1.98E-05,0.01685021,0.037424059,0.05427427,0.000630603,85,44.91905709,224.5974755
3.200719143,0.001970329,0.057855883,0.056575104,3.65E-05,0.007315402,5.20E-06,0.007621606,0.134839972,0.142461578,0.001027697,34,7.879865226,2516.055556
25.95574098,0.049487451,0.020432449,0.030931643,6.87E-05,0.000209279,4.28E-05,0.023094011,0.045738935,0.068832946,0.001056295,140,39.70597652,140.9685535
0,0,0.348673462,0.510135941,0,0.317468287,6.05E-05,0.010785786,0.577350269,0.588136055,0.006227176,0,1.039557882,4467.5
7.433155205,0.004237929,0.01307371,0.023454438,2.03E-05,0.000566774,1.21E-05,0.008751751,0.074124932,0.082876682,0.000648723,56,6.256759862,439.0607735
0.469229263,0.025423729,0.040815636,0.048365752,0.00128866,0.00631716,0.000527858,0.121267813,0.2,0.321267813,0.024253563,3,3.701492537,15.75
0.727245661,0.000382731,0.031903126,0.113925467,3.83E-05,0.008940028,1.96E-05,0.008751751,0.301511345,0.310263095,0.002638752,5,1.50157028,1961.2
0.204267048,0.009389671,0.034205025,0.017478751,0.000210837,0.003701676,0.000116016,0.080845208,0.125988158,0.206833366,0.010185539,2,6.032894737,15.01612903
1.863002676,0.01978691,0.018166275,0.029432441,0.000115988,0.000332034,0.000153666,0.057259833,0.079305159,0.136564992,0.004541,13,16.71052632,29.17088608
0,0,0.0325996,0.053845902,0,0.006806679,0.000403996,0.081923192,0.204124145,0.286047337,0.016722502,0,2.182432432,14.26086957
0.279549802,7.48E-05,0.081589928,0.157551826,9.35E-06,0.031899421,4.98E-06,0.004999,0.333333333,0.338332334,0.001666333,3,1.876096464,9423.625
0.461164853,0.001401345,0.023748866,0.061269773,6.70E-05,0.003489162,2.36E-05,0.01685021,0.213200716,0.230050927,0.003592477,5,3.12638455,529.952381
11.35172332,0.008647501,0.078035446,0.044243633,3.67E-05,0.001518017,7.05E-06,0.008751751,0.064684623,0.073436373,0.000566104,114,31.64396783,1737.563025
4.957451999,0.003819418,0.069147331,0.055823918,4.67E-05,0.002741936,7.67E-06,0.008751751,0.10976426,0.118516011,0.000960629,50,14.55771735,2319.597561
3.396189738,0.002645709,0.090915,0.046557613,3.24E-05,0.00497142,5.43E-06,0.008972309,0.10976426,0.118736569,0.000984839,34,14.4274213,2294.987805
1.378573451,0.000323899,0.033583571,0.043241968,7.91E-06,0.006820895,3.06E-06,0.004999,0.15430335,0.15930235,0.000771362,13,2.756366363,2701.341463
4.442105115,0.005325641,0.029983619,0.016935135,1.72E-05,0.001678886,4.55E-06,0.010697788,0.055901699,0.066599487,0.000598025,48,15.71363168,431.354232
0.107970447,0.000311526,0.043172288,0.045912128,1.31E-05,0.016293939,1.49E-05,0.017749926,0.2,0.217749926,0.003549985,1,1.886227545,251.7083333
0.146050578,7.66E-05,0.057941436,0.506805676,3.83E-05,0.040278297,4.59E-05,0.008751751,0.577350269,0.58610202,0.005052826,1,1.014400613,6623.5
1.170530515,0.014450867,0.044316662,0.031820634,0.000295858,0.003278256,6.32E-05,0.039223227,0.137360564,0.176583791,0.005387725,10,6.796610169,85.07692308
0.25076197,0.000343053,0.097070808,0.170429624,5.72E-05,0.055881469,1.95E-05,0.010697788,0.377964473,0.388662261,0.004043384,3,1.458166419,2125.666667
6.110092427,0.004643727,0.061314465,0.045851097,3.38E-05,0.001736629,7.10E-06,0.008751751,0.084818893,0.093570643,0.000742314,61,18.25024895,1728.355072
0,0,0.096649688,0.254097846,0,0.056035549,7.91E-06,0.004999,0.447213595,0.452212596,0.002235621,0,1.018443084,10212.75
7.17762884,0.005267176,0.067166633,0.0531119,4.80E-05,0.002288757,1.01E-05,0.008751751,0.0949158,0.10366755,0.000830679,69,16.96101111,2014.618182
0,0,0.216431307,1,0,0.216431307,7.81E-05,0.008972309,0.707106781,0.716079091,0.006344381,0,1,12803
0.424776304,0.002064694,0.030340403,0.008594402,2.15E-05,0.000281717,0.000120972,0.101015254,0.027176321,0.128191576,0.002745223,3,67.01030928,5.525498891
0.094637238,0.000255689,0.134267129,0.345493217,8.53E-05,0.100492889,8.96E-05,0.015992326,0.5,0.515992326,0.007996163,1,1.21105142,1578
0,0,0.298243198,1,0,0.298243198,0.00025582,0.015992326,0.707106781,0.723099107,0.011308282,0,1,3909
5.514167466,0.066666667,0.043357263,0.043708375,0.001250368,0.001225904,0.000866267,0.12803688,0.124034735,0.252071615,0.01588102,17,17.08333333,11.1875
0.097315935,0.001636661,0.03880219,0.049129386,8.06E-05,0.006750473,8.40E-05,0.042601432,0.213200716,0.255802149,0.009082656,1,2.26,69.71428571
6.290892304,0.029644269,0.019899419,0.022621442,0.000125969,0.000148917,0.000100258,0.061199006,0.073922127,0.135121133,0.004523961,45,59.11278195,46.8956044
0.149924838,0.005102041,0.076103178,0.021970982,0.000116279,0.00636229,6.48E-05,0.055215763,0.140028008,0.195243771,0.007731753,2,8.470948012,57.32
1.467521894,0.004196978,0.033606718,0.053170067,0.000114134,0.002620169,2.25E-05,0.01685021,0.162221421,0.179071631,0.002733465,15,6.611474013,635.972973
0.708588589,0.000405915,0.047515639,0.100252089,2.54E-05,0.019766717,9.12E-06,0.007621606,0.242535625,0.250157231,0.001848511,7,2.24340653,2417.375
0.156001984,2.49E-05,0.087563467,0.215740379,4.99E-06,0.04587612,8.16E-06,0.004999,0.40824829,0.413247291,0.002040833,1,1.097463451,8807.4
15.54464768,0.011331017,0.074169152,0.045284322,3.49E-05,0.001281276,8.96E-06,0.008751751,0.055048188,0.063799939,0.000481768,150,38.42137112,1526.258359
0.095335499,2.49E-05,0.113695482,0.264223248,6.23E-06,0.061087088,6.80E-06,0.004999,0.447213595,0.452212596,0.002235621,1,1.346495064,13514.25
1.194491349,0.000274123,0.031791882,0.052532065,8.85E-06,0.007889672,3.17E-06,0.004999,0.176776695,0.181775696,0.000883707,11,2.093240035,2717.354839
0.433854314,0.005167959,0.0517965,0.094632528,0.000435161,0.011639641,0.000126413,0.037742568,0.277350098,0.315092666,0.010467905,4,3.12553495,221.5
0,0,0.631417118,1,0,0.631417118,0.000116347,0.010785786,0.707106781,0.717892567,0.007626702,0,1,8595
14.67156625,0.008157525,0.042710886,0.02613845,1.23E-05,0.001057563,5.71E-06,0.007621606,0.038208036,0.045829642,0.000291207,145,36.06942024,909.8523392
0.165536356,0.000563857,0.037891787,0.120412648,6.28E-05,0.011606849,3.72E-05,0.016835876,0.316227766,0.333063642,0.005323971,2,2.025517437,796.8888889
11.47945636,0.005572065,0.014561758,0.053506058,8.00E-06,0.000513645,5.97E-06,0.008972309,0.131306433,0.140278742,0.001178122,75,14.09242412,2563.035088
0,0,0.087703669,0.143314246,0,0.019784974,0.000963508,0.196116135,0.353553391,0.549669526,0.069337525,0,1.36,37.28571429
2.983012184,0.007629428,0.035105389,0.042160045,0.000147686,0.002800617,2.35E-05,0.017122183,0.137360564,0.154482747,0.002351913,28,6.631085044,495.4807692
1.534792624,0.004205214,0.03390705,0.049525396,0.000100888,0.003143748,1.85E-05,0.016835876,0.15249857,0.169334446,0.002567447,15,6.243833286,527.8809524
0.208804589,0.000116023,0.139018885,0.295855113,2.90E-05,0.085981031,2.10E-05,0.007621606,0.447213595,0.454835201,0.003408486,2,1.283780644,5532.5
1.001491248,0.012711864,0.035714813,0.060777213,0.000492732,0.005339718,0.000201591,0.047891314,0.188982237,0.236873551,0.009050608,6,2.581609195,43.7037037
1.607654936,0.008290155,0.05028693,0.029370452,0.000151172,0.00210562,1.95E-05,0.023094011,0.132453236,0.155547246,0.003058876,16,12.28228388,417.375
0.959526938,0.000521981,0.049505891,0.103545609,3.48E-05,0.020955439,1.09E-05,0.007621606,0.25,0.257621606,0.001905401,9,2.144359242,2464.866667
0.507068571,0.000124611,0.057291266,0.066211247,5.67E-06,0.014163105,3.23E-06,0.004999,0.208514414,0.213513414,0.001042364,5,2.554217169,4663.954545
0.861599497,0.000463177,0.025350291,0.046153613,1.05E-05,0.007254626,6.87E-06,0.007621606,0.149071198,0.156692804,0.001136162,8,2.738875334,1074
0.084493733,0.000968054,0.083538711,0.201628572,0.000194363,0.051481019,0.000195964,0.03126527,0.40824829,0.43951356,0.012763993,1,1.818982387,377
1.908764965,0.003251151,0.016064851,0.04435159,5.77E-05,0.001719342,5.71E-05,0.017122183,0.131306433,0.148428616,0.002248253,12,3.122580645,204.8421053
0,0,0.19925884,1,0,0.19925884,0.000277469,0.01670849,0.707106781,0.723815271,0.011814687,0,1,3604
0.695981568,0.001901141,0.019215489,0.041616313,4.46E-05,0.00227826,2.47E-05,0.017122183,0.150755672,0.167877856,0.002581266,7,3.537243402,316.7674419
5.449659476,0.004026014,0.067268703,0.038507646,2.46E-05,0.002550511,6.08E-06,0.008972309,0.077615053,0.086587362,0.000696386,52,17.90741486,1417.012121
0.112133008,7.81E-05,0.126493447,0.509758551,3.91E-05,0.108323282,4.11E-05,0.008972309,0.577350269,0.586322579,0.005180165,1,1.029546735,6595.5
5.780066175,0.004488122,0.090646456,0.040538967,2.55E-05,0.002879019,5.72E-06,0.008972309,0.074743509,0.083715819,0.000670622,58,24.17067869,1765.168539
3.650874113,0.107843137,0.052711482,0.10402184,0.001999091,0.002873948,0.000872856,0.094491118,0.147441956,0.241933074,0.013931955,22,14.10810811,45.55555556
0.164106719,0.000550055,0.049926036,0.038201004,1.63E-05,0.008745091,1.27E-05,0.01670849,0.169030851,0.185739341,0.00282425,2,3.277855348,348.7647059
63.63776813,0.023642569,0.006019661,0.021468664,8.06E-06,0.000123123,6.49E-06,0.008972309,0.046077568,0.055049877,0.000413422,381,29.08244103,627.8361702
1.131825759,0.000841043,0.031963474,0.064845614,2.72E-05,0.00371221,1.09E-05,0.008751751,0.176776695,0.185528446,0.001547106,11,3.807353504,1604.645161
0,0,0.223631331,1,0,0.223631331,2.49E-05,0.004999,0.707106781,0.712105781,0.003534827,0,1,40108
13.06142921,0.071698113,0.021757309,0.064059431,0.000282252,0.000891339,0.000220104,0.044280744,0.119522861,0.163803605,0.005292561,76,15.12573674,88.52173913
0.688424501,0.000797721,0.027210067,0.033843279,2.00E-05,0.008566071,6.31E-06,0.010697788,0.156173762,0.16687155,0.001670714,7,2.256495365,493.775
0.073830359,0.000276091,0.075890927,0.059686313,1.46E-05,0.016497434,1.71E-05,0.01670849,0.223606798,0.240315288,0.003736132,1,3.200781904,609.3157895
0,0,0.278740739,1,0,0.278740739,0.000938086,0.031670318,0.707106781,0.738777099,0.022394296,0,1,1066
0.124516562,2.49E-05,0.148263351,0.503967976,1.25E-05,0.111955299,1.38E-05,0.004999,0.577350269,0.582349269,0.002886174,1,1.008471823,20224
