adar1,jaccard1,jaccard2,jaccard3,cosine1,cosine2,cosine3,knn1,knn2,knn3,knn4,common_neighbors1,common_neighbors2,common_neighbors3
0,0,0.051039154,0.337072398,0,0.025953453,4.80E-06,0.003427614,0.5,0.503427614,0.001713807,0,1.011877908,28729.33333
0,0,0.053157493,0.345135338,0,0.026706115,4.28E-06,0.003427614,0.5,0.503427614,0.001713807,0,1.055030782,29958
1.707598209,0.00022306,0.098224071,0.195121546,9.29E-06,0.00840011,4.45E-06,0.003427614,0.2,0.203427614,0.000685523,19,6.71354387,23831.29167
3.641992422,0.018068103,0.057148768,0.024035169,0.000237456,0.000221191,0.000384598,0.131306433,0.048795004,0.180101437,0.006407098,26,129.8245614,15.86157518
7.387514133,0.034369885,0.045631741,0.014716258,7.17E-05,0.000531503,2.39E-05,0.030499714,0.035179877,0.065679591,0.001072976,63,61.00744879,82.81908302
1.208700878,0.000129137,0.042036816,0.115909476,7.17E-06,0.005905384,4.47E-06,0.003427614,0.229415734,0.232843347,0.000786348,11,2.534740824,11999.38889
16.37424632,0.027149321,0.008979454,0.017149873,4.01E-05,0.000136167,2.46E-05,0.033883707,0.084818893,0.1187026,0.002873979,90,41.78045977,96.55072464
1.215388226,0.001917121,0.115549886,0.040954567,3.71E-05,0.005148074,7.22E-06,0.012398706,0.137360564,0.14975927,0.001703093,13,12.67604551,1625.788462
16.90444166,0.000774235,0.008009954,0.011053765,2.75E-06,3.79E-06,6.94E-05,0.073720978,0.017087153,0.090808131,0.001259682,107,1198.748634,12.79117991
0.414695285,4.70E-05,0.042346934,0.183468214,6.71E-06,0.012284079,4.05E-06,0.003427614,0.353553391,0.356981004,0.001211844,4,1.413659007,17205.28571
1.220294176,0.01558753,0.046189611,0.020606589,0.000214267,0.002847323,3.00E-05,0.036249972,0.111803399,0.148053371,0.00405287,13,11.54342105,112.2278481
0,0,0.035657011,0.024625578,0,0.002431607,0.000502316,0.150755672,0.110431526,0.261187198,0.016648179,0,11.65116279,8.888888889
1.493457939,0.011890606,0.012832166,0.020494755,7.36E-05,0.00072029,7.65E-05,0.040032038,0.071066905,0.111098944,0.002844953,10,9.311396469,30.17258883
6.135066863,0.000763027,0.126879096,0.143781527,9.78E-06,0.005040564,4.21E-06,0.003427614,0.11250879,0.115936404,0.000385637,65,16.15260351,17645.30769
2.928052699,0.000363944,0.121946148,0.196318991,1.04E-05,0.007674335,5.16E-06,0.003427614,0.166666667,0.17009428,0.000571269,31,9.765367263,23768.4
0.325164256,0.006472492,0.020459631,0.046580604,0.000164069,0.002030408,0.000291936,0.062869461,0.145864991,0.208734453,0.009170453,2,4.384920635,25.23913043
1.037987369,0.007532957,0.026289093,0.052467408,0.000264997,0.006118909,7.26E-05,0.031008684,0.182574186,0.213582869,0.005661385,8,2.50240616,90.03448276
0.733298583,8.22E-05,0.046483425,0.162516867,9.13E-06,0.010783681,3.99E-06,0.003427614,0.316227766,0.31965538,0.001083907,7,1.772580948,16778.22222
2.982786752,0.003381326,0.07571998,0.052830161,4.92E-05,0.002644568,9.82E-06,0.010466758,0.119522861,0.129989619,0.001251017,31,14.92878273,1975.884058
0.105375585,1.17E-05,0.059961149,0.514795283,5.87E-06,0.039048045,7.13E-06,0.003427614,0.577350269,0.580777883,0.001978934,1,1.033107759,44001
0.90744565,0.0001174,0.078160382,0.202999503,7.83E-06,0.010014097,4.14E-06,0.003427614,0.25,0.253427614,0.000856903,10,4.310059213,24478.6
0.086732718,1.17E-05,0.06952163,0.610388126,5.87E-06,0.043546611,7.82E-06,0.003427614,0.577350269,0.580777883,0.001978934,1,1.39663518,59484
10.52764371,0.039798206,0.0257813,0.049833383,0.000117018,0.000117163,0.000196409,0.050636968,0.069673301,0.12031027,0.003528045,71,79.97686375,88.08292683
3.473154203,0.017351598,0.102789475,0.024155659,8.85E-05,0.001554467,1.63E-05,0.022277296,0.068358593,0.090635889,0.001522845,38,43.83118173,414.5352113
2.331051444,0.000293506,0.088999464,0.181650032,1.05E-05,0.00713155,4.67E-06,0.003427614,0.185695338,0.189122952,0.000636492,25,6.740894779,20511.21429
2.126113199,0.000270013,0.084381767,0.150390308,9.00E-06,0.006643634,3.77E-06,0.003427614,0.179605302,0.183032916,0.000615618,23,6.558038442,18625.7
1.342525591,0.000164364,0.060363004,0.16193534,9.67E-06,0.007820009,4.19E-06,0.003427614,0.23570226,0.239129874,0.000807896,14,3.536432633,17723.82353
7.500146991,0.008592521,0.065603923,0.041778931,5.50E-05,0.001516427,1.13E-05,0.011142796,0.079305159,0.090447955,0.000883681,71,21.52278654,1114.968354
2.815575686,0.003047785,0.064206772,0.050446267,3.61E-05,0.002080856,1.06E-05,0.010466758,0.107832773,0.118299531,0.00112866,28,14.47299222,1555.058824
0,0,0.426341411,1,0,0.426341411,0.00120919,0.035007002,0.707106781,0.742113783,0.024753689,0,1,827
1.999941699,0.000246543,0.077442173,0.170905222,9.86E-06,0.006955119,4.72E-06,0.003427614,0.196116135,0.199543749,0.00067221,21,5.623408055,19164.52
3.823347294,0.000481305,0.122029955,0.168210436,9.26E-06,0.006062623,4.59E-06,0.003427614,0.137360564,0.140788177,0.000470819,41,12.21746793,20017.42308
0.385352379,0.000488938,0.035601744,0.126740574,5.44E-05,0.007577473,1.70E-05,0.011142796,0.316227766,0.327370562,0.003523662,4,2.144045697,1951.222222
3.228195893,0.00041087,0.108094573,0.15486063,8.93E-06,0.005958999,4.43E-06,0.003427614,0.145864991,0.149292605,0.000499969,35,10.34099347,19153.95652
5.090751138,0.000575104,0.067390962,0.092359892,7.47E-06,0.003142083,4.43E-06,0.003427614,0.113227703,0.116655317,0.000388101,49,9.404083839,10408
0.333730982,4.70E-05,0.070375876,0.331177852,9.39E-06,0.021895011,4.62E-06,0.003427614,0.40824829,0.411675904,0.001399317,4,2.35301236,40094
0.097299636,0.000904159,0.04974684,0.352446236,0.000301932,0.031173904,0.00032567,0.030192334,0.5,0.530192334,0.015096167,1,1.504562044,555
7.45492588,0.021952818,0.281504822,0.155111186,0.000127313,0.003200973,6.15E-05,0.018524872,0.074535599,0.093060472,0.001380762,67,69.47305184,1139.888268
12.88294018,0.013192612,0.009772833,0.027542626,1.80E-05,3.51E-05,6.06E-05,0.035158128,0.039777864,0.074935992,0.001398515,90,112.4789604,74.83518225
0.361381669,0.004278075,0.045240985,0.045267314,0.000189861,0.011940269,4.99E-05,0.03304093,0.204124145,0.237165075,0.006744452,4,2.786885246,111.5652174
9.779149323,0.001161781,0.101683307,0.104988693,8.36E-06,0.003146027,4.34E-06,0.003427614,0.084515425,0.087943039,0.000289686,99,20.04650125,12290.77698
1.32529027,0.001422475,0.04229452,0.085521585,6.47E-05,0.004143674,1.27E-05,0.010466758,0.208514414,0.218981172,0.00218247,13,5.096417224,2115.636364
0.871599486,0.003580563,0.037077007,0.058654157,0.000150499,0.004344599,4.66E-05,0.022857516,0.2,0.222857516,0.004571503,7,4.297438578,350.4583333
3.202496705,0.00036388,0.05936583,0.099059799,7.28E-06,0.003694891,4.77E-06,0.003427614,0.140028008,0.143455622,0.000479962,31,6.408947789,10922.28
2.819116282,0.000352199,0.119332418,0.196391679,1.01E-05,0.007455851,5.33E-06,0.003427614,0.166666667,0.17009428,0.000571269,30,9.570210066,23294.08571
0.357494327,0.005649718,0.037196827,0.059889007,0.000235756,0.005162471,0.00017624,0.044324221,0.196116135,0.240440356,0.008692695,3,2.915354331,59.28
1.679268111,0.000199582,0.059668529,0.155724245,9.50E-06,0.006571948,5.03E-06,0.003427614,0.213200716,0.21662833,0.00073077,17,4.105127121,16656.04762
0.518870357,0.000733676,0.043057567,0.139162523,9.17E-05,0.00934366,1.75E-05,0.011142796,0.333333333,0.34447613,0.003714265,6,2.684589594,2748.75
0.351068403,3.52E-05,0.047890216,0.285674438,8.81E-06,0.020094874,5.24E-06,0.003427614,0.447213595,0.450641209,0.001532875,3,1.166290709,24838.25
0.29802948,0.001873829,0.050791731,0.151535915,0.00026836,0.018891731,9.86E-05,0.026162238,0.353553391,0.379715629,0.009249748,3,1.756849315,420
1.492526927,0.000187846,0.082510242,0.22363483,1.04E-05,0.009072036,5.54E-06,0.003427614,0.229415734,0.232843347,0.000786348,16,5.172975704,24482.16667
2.702065472,0.013673089,0.059090477,0.061653922,0.000405171,0.006776518,6.56E-05,0.026162238,0.169030851,0.195193089,0.004422225,22,6.02260274,301
7.309172518,0.000868106,0.06781389,0.070191905,6.08E-06,0.002308669,3.21E-06,0.003427614,0.083333333,0.086760947,0.000285634,74,14.26111424,8502.433566
0.479242093,5.87E-05,0.050460191,0.194169797,5.87E-06,0.010311654,4.93E-06,0.003427614,0.301511345,0.304938958,0.001033464,5,2.264098407,19290
1.526841458,0.000187842,0.051809017,0.134848378,9.39E-06,0.006245766,3.67E-06,0.003427614,0.21821789,0.221645504,0.000747967,16,3.545032661,15105.85
9.66879978,0.110843373,0.030698856,0.04229597,0.000870256,0.000502101,0.000307027,0.069337525,0.114707867,0.184045391,0.00795356,46,18.55072464,26.50666667
1.581881032,0.000211327,0.112885565,0.233606439,1.06E-05,0.010466239,4.30E-06,0.003427614,0.21821789,0.221645504,0.000747967,18,7.073088491,30130.7
1.598898374,0.000199584,0.062364957,0.163072231,9.98E-06,0.006947978,4.26E-06,0.003427614,0.21821789,0.221645504,0.000747967,17,4.265285023,18171.2
3.785272877,0.000481311,0.143986871,0.185255823,9.44E-06,0.006856815,4.62E-06,0.003427614,0.138675049,0.142102663,0.000475324,41,13.72068706,22920.62745
3.336035302,0.00041088,0.107831476,0.16578671,9.34E-06,0.005968793,4.82E-06,0.003427614,0.149071198,0.152498812,0.000510958,35,10.11446732,19585.59091
0,0,0.068267962,0.346552265,0,0.040787342,0.000224532,0.026162238,0.5,0.526162238,0.013081119,0,1.061643836,574.3333333
0,0,0.354956907,1,0,0.354956907,0.009708738,0.098532928,0.707106781,0.805639709,0.069673301,0,1,103
7.810133038,0.00098602,0.142781974,0.146390805,9.76E-06,0.004716669,4.14E-06,0.003427614,0.099014754,0.102442368,0.000339384,84,21.19876404,17884.58416
2.090281466,0.003062991,0.07945458,0.047226874,4.81E-05,0.003872385,7.94E-06,0.011570943,0.124034735,0.135605678,0.001435199,23,14.19643814,1656.546875
5.261834218,0.000657362,0.141563611,0.165373993,9.26E-06,0.005701119,4.85E-06,0.003427614,0.11785113,0.121278744,0.000403948,56,16.5933197,19911.1831
10.14503377,0.001197183,0.117709032,0.120545992,9.36E-06,0.003710027,4.77E-06,0.003427614,0.088045091,0.091472704,0.000301785,102,21.17412707,14095.5625
5.930414369,0.034078807,0.013292553,0.035879419,0.000191842,0.000797738,0.000104957,0.040756957,0.125,0.165756957,0.00509462,32,6.004991681,55.96825397
0,0,0.041331832,0.338665563,0,0.021935692,0.000180484,0.022857516,0.5,0.522857516,0.011428758,0,1.026136958,664.3333333
4.671602657,0.000563446,0.112212371,0.142004035,8.81E-06,0.005034638,4.44E-06,0.003427614,0.124034735,0.127462348,0.000425143,48,12.81784858,17064.1875
2.627358529,0.000328712,0.099080124,0.165518159,9.39E-06,0.006616981,4.52E-06,0.003427614,0.166666667,0.17009428,0.000571269,28,8.150042295,19839.48571
1.603834597,0.000187844,0.075265243,0.184458742,9.89E-06,0.008350327,5.21E-06,0.003427614,0.223606798,0.227034411,0.000766438,16,4.622503407,20724.21053
0.865129144,0.000105662,0.069876863,0.227338653,8.81E-06,0.011098679,4.77E-06,0.003427614,0.277350098,0.280777712,0.000950649,9,3.477489544,24685.58333
1.970853206,0.00024654,0.09948323,0.200289545,9.48E-06,0.008127735,5.29E-06,0.003427614,0.19245009,0.195877703,0.000659645,21,7.084050002,23211.03846
0.557261296,0.000886263,0.120416259,0.058964353,2.62E-05,0.006875649,9.63E-06,0.012398706,0.169030851,0.181429557,0.002095764,6,10.18173432,1992.5
0,0,0.077573483,1,0,0.077573483,1.17E-05,0.003427614,0.707106781,0.710534395,0.002423689,0,1,85174
1.661309087,0.013104013,0.032527302,0.019178253,0.000106855,0.00169854,2.42E-05,0.030344856,0.085435766,0.115780622,0.002592536,16,12.21290323,102.7058824
1.53481781,0.000187849,0.061102919,0.181677355,1.11E-05,0.007712179,4.78E-06,0.003427614,0.23570226,0.239129874,0.000807896,16,3.800072842,19044.52941
0.885127456,0.002707581,0.029145258,0.049517144,9.73E-05,0.004751563,2.10E-05,0.017614481,0.185695338,0.203309819,0.003270927,9,3.039106145,377.3571429
0.405384789,0.002031488,0.041720886,0.074659199,0.000113669,0.006250142,4.58E-05,0.022680461,0.229415734,0.252096194,0.005203255,4,3.707668554,404.5
5.091596304,0.000622212,0.121204536,0.159734087,1.05E-05,0.005529973,4.62E-06,0.003427614,0.129099445,0.132527058,0.000442503,53,13.19182057,19050.08475
7.468270343,0.000903512,0.092488025,0.097305771,7.17E-06,0.003094996,3.87E-06,0.003427614,0.088735651,0.092163264,0.000304152,77,17.16755957,11612.83333
7.384450194,0.021262234,0.409978205,0.365210093,0.000249169,0.006091895,0.000143907,0.018524872,0.107211253,0.125736126,0.001986075,63,60.10676279,2047.476744
0.104046061,0.000252653,0.211643957,0.357220539,8.43E-05,0.134623025,9.15E-05,0.01591316,0.5,0.51591316,0.00795658,1,1.315602837,1734.666667
0.257371204,0.004545455,0.066130127,0.200846336,0.000764526,0.02634911,0.000537503,0.048168305,0.377964473,0.426132778,0.018205908,2,1.604651163,116.6666667
7.380582409,0.000915525,0.111714159,0.114947731,9.07E-06,0.004016107,3.57E-06,0.003427614,0.099014754,0.102442368,0.000339384,78,17.21562338,14525.83168
0.139877129,0.001328021,0.059437759,0.181411816,0.000222816,0.023011626,0.000251102,0.040756957,0.377964473,0.41872143,0.015404682,1,1.404326123,176.5
7.40006962,0.022026432,0.405153731,0.346183346,0.000290906,0.006504124,0.000131527,0.018524872,0.113960576,0.132485449,0.002111105,65,56.45039478,2176.289474
0,0,0.077573483,1,0,0.077573483,1.17E-05,0.003427614,0.707106781,0.710534395,0.002423689,0,1,85174
0,0,0.096714617,0.50360377,0,0.073530809,0.000458205,0.030344856,0.577350269,0.607695126,0.017519611,0,1.034101382,570
6.302647949,0.00077473,0.117738112,0.131664588,9.34E-06,0.004562837,4.02E-06,0.003427614,0.109108945,0.112536559,0.000373983,66,15.79073265,16211.63855
0.391785319,4.70E-05,0.050272597,0.2526975,7.83E-06,0.015217574,5.26E-06,0.003427614,0.377964473,0.381392087,0.001295516,4,1.677111236,23810.83333
0,0,0.100591043,0.200754692,0,0.061449217,0.000371101,0.043810795,0.40824829,0.452059086,0.017885682,0,1.282692308,139.4
1.079967644,0.006345849,0.04544252,0.025224483,8.43E-05,0.001683361,1.76E-05,0.02348557,0.11250879,0.13599436,0.002642333,12,13.98289183,329.4358974
7.721213932,0.022660099,0.289271577,0.157397449,0.000134882,0.003311397,5.95E-05,0.018524872,0.075592895,0.094117767,0.001400349,69,70.13182286,1184.149425
2.426970389,0.0002935,0.086860434,0.167850453,9.78E-06,0.006704342,4.70E-06,0.003427614,0.179605302,0.183032916,0.000615618,25,6.76681235,19216.9
2.551197088,0.006586826,0.033904471,0.037029152,0.000116782,0.002845316,1.97E-05,0.017614481,0.131306433,0.148920914,0.002312895,22,6.100248293,364.7192982
3.543867118,0.013745704,0.036478079,0.02986376,0.000130202,0.001597132,3.26E-05,0.022680461,0.0949158,0.11759626,0.002152734,28,11.37828101,203.1909091
4.011483553,0.020019066,0.067757913,0.027262734,0.000148035,0.001527786,1.84E-05,0.022411162,0.083624201,0.106035363,0.001874115,42,27.22261307,384.084507
0.533981545,7.04E-05,0.086571433,0.342023465,1.01E-05,0.019273962,5.46E-06,0.003427614,0.353553391,0.356981004,0.001211844,6,3.420414493,41624.28571
3.556066174,0.00041088,0.0670956,0.104658208,9.34E-06,0.004371572,3.59E-06,0.003427614,0.149071198,0.152498812,0.000510958,35,6.532097373,12651.27273
30.05984061,0.025294433,0.006549995,0.016939126,1.95E-05,5.38E-05,2.37E-05,0.026162238,0.046829291,0.072991529,0.001225159,189,58.13630137,82.38681319
7.935608611,0.000950693,0.115696747,0.117067815,8.81E-06,0.004001318,3.87E-06,0.003427614,0.095782629,0.099210242,0.000328306,81,18.46752667,14570.93519
0,0,0.085062794,0.500035391,0,0.05579898,0.001607831,0.05913124,0.577350269,0.636481509,0.034139437,0,1.168421053,182.5
0.819006293,0.010548523,0.059598343,0.106416255,0.000825355,0.020849701,0.000309892,0.046676003,0.267261242,0.313937245,0.012474686,5,1.879912664,67.92307692
1.887066126,0.008474576,0.018706712,0.030767394,0.00012705,0.002176663,4.14E-05,0.026162238,0.119522861,0.145685099,0.003126986,14,3.997945205,107.1594203
1.537202496,0.000176091,0.055262879,0.131506919,7.34E-06,0.005752142,4.40E-06,0.003427614,0.2,0.203427614,0.000685523,15,3.903743127,13858.91667
2.3832961,0.000305247,0.116969087,0.205500164,1.05E-05,0.008337302,4.81E-06,0.003427614,0.182574186,0.186001799,0.000625794,26,8.685687767,25516.2069
1.107226883,0.000129143,0.07249168,0.208804749,9.22E-06,0.010021001,4.92E-06,0.003427614,0.25819889,0.261626503,0.000885006,11,3.906175102,23770.35714
0.625189663,0.006140351,0.047153211,0.029614813,0.000138214,0.004622608,3.11E-05,0.030344856,0.145864991,0.176209848,0.004426252,7,7.696774194,188.3478261
0.834050443,0.000549073,0.004743686,0.0237232,2.15E-06,1.40E-05,0.00015274,0.062869461,0.10976426,0.172633721,0.00690082,4,44.08730159,13.47560976
2.154957673,0.005586592,0.035998402,0.027281546,7.29E-05,0.00295983,1.49E-05,0.01735264,0.11250879,0.12986143,0.001952325,19,6.154819277,267.1538462
2.165750635,0.003381358,0.12515318,0.034929522,4.11E-05,0.00453837,6.35E-06,0.012398706,0.109108945,0.121507651,0.00135281,23,18.11531365,1466.192771
7.609169637,0.022665765,0.432768385,0.338578088,0.000274568,0.006448949,0.000129047,0.018524872,0.109108945,0.127633818,0.002021229,67,61.62547202,2175.807229
2.821053292,0.000363939,0.129452337,0.199215242,1.01E-05,0.007908704,4.81E-06,0.003427614,0.164398987,0.167826601,0.000563496,31,10.45903238,24750.41667
0.850396017,0.000105665,0.074900012,0.266067144,1.06E-05,0.013290149,5.68E-06,0.003427614,0.301511345,0.304938958,0.001033464,9,3.427921895,29200
2.338108047,0.012319229,0.039320131,0.036496687,0.000193888,0.001985109,3.16E-05,0.02348557,0.123091491,0.146577061,0.002890874,23,10.46081678,295.7846154
0.202745669,0.000505433,0.195873281,0.357953016,0.00016852,0.128804834,9.38E-05,0.01591316,0.5,0.51591316,0.00795658,2,1.199341439,1582.333333
2.365069228,0.000305232,0.090213027,0.155452175,9.25E-06,0.006600846,4.15E-06,0.003427614,0.171498585,0.174926199,0.000587831,26,7.328434137,18920.54545
1.941160501,0.000246543,0.12026229,0.228873487,9.86E-06,0.009393256,5.28E-06,0.003427614,0.196116135,0.199543749,0.00067221,21,8.09354293,27579.56
0.203016997,0.000505178,0.199025439,0.226408948,0.000101112,0.09796717,5.82E-05,0.01591316,0.40824829,0.424161451,0.00649652,2,1.78698075,1414.4
1.136037993,0.000140885,0.066199572,0.203377062,1.01E-05,0.009460751,5.08E-06,0.003427614,0.25819889,0.261626503,0.000885006,12,3.677816157,22382.42857
3.434016526,0.022916667,0.068350399,0.011280054,7.89E-05,0.001017989,1.23E-05,0.030499714,0.050964719,0.081464433,0.001554409,33,45.40130354,128.7838542
4.630453706,0.123893805,0.091081475,0.116868604,0.002926421,0.007984638,0.000820831,0.070710678,0.145864991,0.21657567,0.010314212,28,13.40201005,62
6.96273256,0.000856928,0.135066132,0.147279543,9.85E-06,0.004951341,4.56E-06,0.003427614,0.106600358,0.110027972,0.000365385,73,18.28629165,17908.54023
3.147255014,0.00039915,0.129814903,0.195587127,9.74E-06,0.007189104,4.98E-06,0.003427614,0.15430335,0.157730963,0.000528892,34,11.20719959,23287.58537
0.861614208,0.000105662,0.061520958,0.210315921,8.81E-06,0.010188931,5.52E-06,0.003427614,0.277350098,0.280777712,0.000950649,9,3.107664834,22061.91667
1.21538045,0.000152623,0.098677934,0.248445176,9.54E-06,0.011160959,5.63E-06,0.003427614,0.242535625,0.245963239,0.000831318,13,5.540203957,29496.6875
2.736647598,0.006744868,0.038647788,0.02297644,7.56E-05,0.002761336,1.56E-05,0.01735264,0.104257207,0.121609847,0.001809138,23,7.196686747,266.6923077
0,0,0.070321283,0.50192053,0,0.039388567,7.44E-05,0.012398706,0.577350269,0.589748975,0.007158396,0,1.43204182,4843
0.432551157,0.020618557,0.115821183,0.115340705,0.002066116,0.022992459,0.001488099,0.204124145,0.288675135,0.49279928,0.058925565,2,2.434782609,15.18181818
0.389482953,0.008,0.024963013,0.018949193,0.000121658,0.003087287,5.36E-05,0.049690399,0.113227703,0.162918103,0.00562633,4,4.71039604,31.58441558
7.834850337,0.016419324,0.006457307,0.043462746,2.13E-05,8.46E-05,3.62E-05,0.022411162,0.119522861,0.141934023,0.002678646,52,17.10904523,256.5942029
2.527218423,0.00280112,0.033688533,0.046462484,4.85E-05,0.001811428,1.39E-05,0.011142796,0.130188911,0.141331707,0.001450669,23,6.445424066,911.2586207
1.842593423,0.000223062,0.080272578,0.178347669,9.70E-06,0.007518209,5.24E-06,0.003427614,0.204124145,0.207551759,0.000699659,19,5.510867522,20414.26087
0.444479092,0.000740192,0.103499715,0.079877443,4.12E-05,0.00966613,1.27E-05,0.012398706,0.229415734,0.24181444,0.002844458,5,6.381150062,2357.611111
1.67677765,0.008823529,0.048980523,0.037318739,0.00015015,0.002214462,2.31E-05,0.022411162,0.12803688,0.150448042,0.002869455,18,13.02361809,434.55
3.756707702,0.000457849,0.108663905,0.154834671,9.95E-06,0.005954855,4.52E-06,0.003427614,0.145864991,0.149292605,0.000499969,39,10.29094412,19060.86957
4.113521901,0.004123264,0.052246597,0.047294381,3.36E-05,0.001442363,1.30E-05,0.010466758,0.089442719,0.099909477,0.000936175,38,14.93174099,1099.717742
3.01349933,0.013274336,0.015683227,0.023397708,7.15E-05,0.001605554,5.85E-05,0.03304093,0.09166985,0.12471078,0.003028857,15,5.110382514,36.1779661
0.943201986,0.004380201,0.061503817,0.025490406,7.12E-05,0.003681631,1.35E-05,0.021195195,0.125,0.146195195,0.002649399,10,10.59191011,375.9365079
0.564109639,7.04E-05,0.047451136,0.147847376,6.40E-06,0.009406963,3.46E-06,0.003427614,0.288675135,0.292102748,0.000989467,6,2.173457399,16838
0.291331927,0.006122449,0.032393398,0.023377189,0.0001459,0.004294868,5.37E-05,0.047565149,0.145864991,0.193430141,0.00693809,3,3.723356009,36.84782609
1.244595132,0.001918253,0.148978971,0.04762885,4.02E-05,0.00663124,8.14E-06,0.012398706,0.142857143,0.155255848,0.001771244,13,14.55627306,2022.3125
3.900202494,0.004873888,0.073966038,0.056889294,6.89E-05,0.002484404,1.02E-05,0.011142796,0.11785113,0.128993926,0.001313191,40,15.44529989,1773.070423
0.758831059,9.39E-05,0.060118598,0.164500867,6.71E-06,0.008985724,3.48E-06,0.003427614,0.25819889,0.261626503,0.000885006,8,3.130363269,19049.42857
0,0,0.357142864,1,0,0.357142864,0.000252781,0.01591316,0.707106781,0.723019941,0.011252303,0,1,3956
0.114619322,0.00010929,0.021347308,0.081694973,5.22E-06,0.002940199,1.55E-05,0.010466758,0.213200716,0.223667474,0.00223152,1,2.557685987,1112.761905
2.742623586,0.000352204,0.134836564,0.208415066,1.04E-05,0.008363105,4.90E-06,0.003427614,0.169030851,0.172458464,0.000579372,30,10.47034635,26235.29412
0,0,0.096846845,0.500823723,0,0.070650948,0.000150757,0.01735264,0.577350269,0.594702909,0.010018551,0,1.002108434,1674.5
92.85733902,0.023963382,0.009050098,0.026184342,1.28E-05,2.31E-05,2.40E-05,0.022411162,0.034921515,0.057332677,0.000782632,534,335.3316583,224.7191697
2245.148963,0.099770666,0.001747922,0.058341132,5.14E-06,2.89E-05,3.67E-06,0.003427614,0.049326362,0.052753976,0.000169072,9745,46.25738991,6655.758537
1.855179643,0.008167432,0.057294752,0.047571647,0.000223133,0.004159473,4.14E-05,0.022857516,0.162221421,0.185078937,0.003707979,16,8.24673288,435.1351351
0.465755239,5.87E-05,0.058817529,0.276867652,8.39E-06,0.014886363,5.70E-06,0.003427614,0.353553391,0.356981004,0.001211844,5,2.302222849,28019.85714
111.5615271,0.00687293,0.003676254,0.034725485,1.97E-06,8.49E-05,1.91E-06,0.003427614,0.0625,0.065927614,0.000214226,606,15.30644062,4195.835294
1.825230182,0.000234794,0.117792423,0.208089075,8.70E-06,0.008819525,4.81E-06,0.003427614,0.188982237,0.19240985,0.000647758,20,8.204708868,25887.59259
0.226039336,0.004166667,0.029894922,0.030741868,0.000127836,0.004832379,6.96E-05,0.047565149,0.166666667,0.214231816,0.007927525,2,3.088435374,40.05714286
5.252071053,0.005855563,0.090101343,0.050244843,4.05E-05,0.001891879,1.00E-05,0.010466758,0.08247861,0.092945368,0.000863284,54,26.5698477,1662.068493
1.136564077,0.031674208,0.041145161,0.043689627,0.000754717,0.006221401,0.000393291,0.075592895,0.136082763,0.211675658,0.01028689,7,5.120689655,16.98113208
0,0,0.070321283,0.50192053,0,0.039388567,7.44E-05,0.012398706,0.577350269,0.589748975,0.007158396,0,1.43204182,4843
5.829803593,0.000727862,0.150447399,0.173274241,1.05E-05,0.006000394,4.72E-06,0.003427614,0.119522861,0.122950474,0.000409678,62,17.16755957,21197.98551
0.541347407,0.00073269,0.033108057,0.076539441,3.86E-05,0.003994231,1.24E-05,0.011142796,0.223606798,0.234749594,0.002491605,6,3.326462188,1427.368421
0.243139467,0.000267773,0.076068864,0.399938807,8.93E-05,0.043151198,7.26E-05,0.011570943,0.5,0.511570943,0.005785472,2,1.322576326,3292.333333
0.30590533,0.000328228,0.02958773,0.132895603,2.53E-05,0.005149395,1.92E-05,0.010466758,0.267261242,0.277728,0.002797359,3,2.877615865,2022.307692
16.63810821,0.001877383,0.080292142,0.080071819,8.90E-06,0.00224921,4.32E-06,0.003427614,0.068680282,0.072107895,0.000235409,160,22.10148503,8926.663507
3.648020076,0.000446036,0.070154606,0.097747389,7.56E-06,0.003788487,3.17E-06,0.003427614,0.129099445,0.132527058,0.000442503,38,8.179237746,11814.94915
2.779613733,0.000352175,0.113902592,0.170510527,8.59E-06,0.006445838,4.43E-06,0.003427614,0.15430335,0.157730963,0.000528892,30,10.21823159,21234.87805
1.103375401,0.000129146,0.053704388,0.163949525,1.08E-05,0.009382819,4.34E-06,0.003427614,0.277350098,0.280777712,0.000950649,11,2.643745007,18773.16667
5.953061753,0.000751306,0.144431203,0.161263799,1.00E-05,0.005624254,4.30E-06,0.003427614,0.114707867,0.11813548,0.000393174,64,17.47560976,19852.48
4.46892496,0.005716371,0.08324693,0.047402964,6.18E-05,0.002211881,9.14E-06,0.011142796,0.103142125,0.114284921,0.001149292,47,19.13671924,1675.483871
7.739170285,0.0009156,0.103113483,0.122465808,9.74E-06,0.003825013,4.56E-06,0.003427614,0.102597835,0.106025449,0.000351666,78,15.52757413,14075.18085
16.63537691,0.001958347,0.082857604,0.073942783,7.29E-06,0.00208958,3.58E-06,0.003427614,0.060858062,0.064285675,0.000208598,167,27.38653132,8679.572491
5.179602904,0.000645585,0.110812032,0.126553232,8.61E-06,0.004595552,3.61E-06,0.003427614,0.114707867,0.11813548,0.000393174,55,14.19623808,16130.56
1.773067262,0.005639656,0.06110203,0.024825565,6.93E-05,0.002833562,9.12E-06,0.017614481,0.109108945,0.126723426,0.001921897,19,13.1433892,534.3493976
0.183883299,0.000504796,0.084056926,0.128451852,6.32E-05,0.04510884,3.29E-05,0.01591316,0.333333333,0.349246493,0.005304387,2,1.205420466,596
